Gene	fit_value	Predicted_Proximal_APA	Loci	209_1_CP	209_1_VZ	209_2_CP	209_2_VZ	209_3_CP	209_3_VZ	209_4_CP	209_4_VZ	334_1_CP	334_1_VZ	334_2_CP	334_2_VZ	334_3_CP	334_3_VZ	334_4_CP	334_4_VZ	336_1_CP	336_1_VZ	336_2_CP	336_2_VZ	336_3_CP	336_3_VZ	336_4_CP	336_4_VZ
NR_036573.1|LOC155060|chr7|+	0.1	148994293	chr7:148994142-148994403	1	1	1	1	1	NA	1	1	1	0.98	1	1	1	1	0.99	0.98	1	1	1	NA	1	1	1	1
NR_027040.1|ATP6V0E2-AS1|chr7|-	0.5	149566796	chr7:149564783-149566947	1	1	1	1	1	1	1	1	1	1	1	1	0.98	1	1	1	1	1	1	1	1	0.99	1	0.98
NM_001367793.1|ATP6V0E2|chr7|+	5.2	149576575	chr7:149576424-149577784	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NR_110612.1|ATP6V0E2|chr7|+	5.2	149576575	chr7:149576424-149577802	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NM_001367789.2|ATP6V0E2|chr7|+	2.3	149577202	chr7:149577051-149577784	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NM_001363434.1|LRRC61|chr7|+	0.8	150033958	chr7:150033807-150035245	1	1	0.99	1	1	1	0.99	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NM_138434.2|ZBED6CL|chr7|+	0.8	150027089	chr7:150026938-150029810	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	NA	1	NA	1	1	1	NA	NA	NA	NA	NA	1
NM_001388050.1|REPIN1|chr7|+	22.7	150068471	chr7:150068320-150071128	1	1	1	NA	1	NA	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NM_001388049.1|REPIN1|chr7|+	22.8	150068468	chr7:150068317-150071128	1	1	1	NA	1	NA	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NR_027237.1|LOC728743|chr7|+	0.8	150108043	chr7:150107248-150109558	0.77	0.56	0.62	0.53	0.79	0.55	0.8	0.69	0.68	0.58	0.65	0.41	0.71	0.56	0.72	0.51	0.78	0.75	0.61	0.45	0.65	0.74	0.71	0.59
NM_001244071.2|GIMAP6|chr7|-	0.4	150325225	chr7:150322463-150325376	1	NA	1	NA	1	NA	1	NA	1	1	1	1	1	1	1	1	1	1	NA	NA	1	0.99	1	1
NM_000603.5|NOS3|chr7|+	0.1	150711377	chr7:150711096-150711676	0.89	NA	0.92	NA	0.94	NA	NA	NA	1	1	0.88	NA	1	1	0.97	1	1	NA	NA	NA	NA	NA	NA	NA
NR_133652.1|ATG9B|chr7|-	6.4	150710318	chr7:150709297-150710496	0.44	NA	0.7	NA	0.57	NA	0.77	NA	0.21	0.1	0.63	NA	0.47	0.03	0.43	0.45	0.63	0.29	0.9	NA	NA	NA	0.87	NA
NM_020321.3|ASIC3|chr7|+	2.6	150749794	chr7:150749641-150749843	1	NA	1	NA	1	NA	1	NA	1	1	NA	1	NA	NA	1	1	1	1	0.99	NA	NA	1	1	1
NM_004935.4|CDK5|chr7|-	0.1	150750977	chr7:150750902-150751182	1	NA	1	NA	1	NA	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NM_001199692.3|SLC4A2|chr7|+	0.3	150773553	chr7:150773374-150773610	1	1	1	1	0.99	1	1	1	1	1	0.95	1	1	0.99	1	1	1	1	NA	0.99	1	1	1	1
NM_001199693.1|SLC4A2|chr7|+	0.3	150773555	chr7:150773374-150773614	1	1	1	1	0.99	1	1	1	1	1	0.95	1	1	0.99	1	1	1	1	NA	0.99	1	1	1	1
NM_006712.5|FASTK|chr7|-	0.7	150773762	chr7:150773711-150773919	1	1	1	1	1	1	1	1	1	1	1	1	1	0.99	0.99	1	1	1	1	1	0.99	1	1	1
NM_031434.4|TMUB1|chr7|-	0.2	150778836	chr7:150778172-150778987	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	0.99	1	1	NA	1	1	1	1	1	1
NM_001281300.2|AGAP3|chr7|+	1.3	150840975	chr7:150840824-150841521	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NM_007189.3|ABCF2|chr7|-	457.5	150910596	chr7:150908570-150911277	0.45	0.36	0.4	0.38	0.43	0.32	0.4	0.33	0.4	0.41	0.26	0.36	0.32	0.31	0.33	0.32	0.31	0.27	0.28	0.28	0.32	0.32	0.31	0.27
NM_001284295.2|CHPF2|chr7|+	1.1	150934611	chr7:150934460-150935866	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.99
NM_001003801.2|SMARCD3|chr7|-	7.4	150936061	chr7:150935908-150936242	0.18	0.13	0.1	0.17	0.11	0.08	0.07	0.09	0.21	0.13	0.11	0.07	0.1	0.08	0.16	0.15	0.13	0.06	0.05	0.05	0.04	0.07	0.09	0.05
NM_001385354.1|NUB1|chr7|+	4.1	151074284	chr7:151074133-151075535	0.95	0.94	0.88	0.92	0.86	0.86	0.92	0.91	0.84	0.84	0.82	0.88	0.76	0.82	0.82	0.84	0.86	0.89	0.85	0.85	0.78	0.9	0.91	0.88
NM_001284260.2|WDR86|chr7|-	0.5	151078681	chr7:151078210-151078832	1	1	0.99	1	0.91	0.9	1	0.98	1	0.89	1	0.98	0.99	0.97	0.97	0.98	0.98	0.95	0.96	0.98	1	0.99	0.98	0.92
NM_005614.4|RHEB|chr7|-	1.6	151163795	chr7:151163098-151164297	0.24	0.2	0.15	0.25	0.27	0.25	0.18	0.14	0.19	0.14	0.2	0.07	0.12	0.11	0.17	0.11	0.12	0.16	0.09	0.08	0.13	0.07	0.1	0.13
NM_005431.2|XRCC2|chr7|-	7.4	152345486	chr7:152341861-152346448	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.49	NA	0.32	NA	0.31	NA	0.38	NA	0.36	NA	0.41	NA	0.23	NA	0.31
NM_001350943.2|ACTR3B|chr7|+	2.2	152552058	chr7:152551543-152552463	0.97	0.98	0.99	0.91	0.97	0.96	0.98	0.94	0.98	0.94	0.97	0.92	0.98	0.92	0.98	0.9	0.95	0.94	0.98	0.9	0.98	0.98	0.98	0.91
NR_024477.1|PAXIP1-AS2|chr7|+	461.2	154738510	chr7:154738350-154738562	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NM_007349.4|PAXIP1|chr7|-	15.7	154735515	chr7:154735400-154735874	1	1	1	0.98	0.98	1	0.98	0.99	0.98	0.98	1	0.99	1	0.98	1	0.99	1	0.95	1	0.99	1	1	1	0.96
NM_198336.4|INSIG1|chr7|+	13.3	155100448	chr7:155099951-155101945	0.98	0.98	0.98	0.97	0.98	0.98	0.96	0.97	0.95	0.93	0.91	0.87	0.94	0.86	0.92	0.88	0.9	0.96	0.87	0.86	0.82	0.89	0.87	0.92
NM_017890.5|VPS13B|chr8|+	7.3	100887797	chr8:100887646-100889808	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	0.96	NA	1	1	1	1	1
NM_001346810.2|DLGAP2|chr8|+	1.4	1651465	chr8:1649354-1656642	0.04	NA	0.03	NA	0.04	NA	0.05	NA	NA	NA	0.08	NA	0.07	NA	0.1	NA	0.11	NA	NA	NA	NA	NA	NA	NA
NM_001322043.2|MCPH1|chr8|+	174.9	6303068	chr8:6301914-6304923	0.54	0.56	0.56	0.64	0.51	0.63	0.62	0.53	0.61	0.45	0.6	0.48	0.65	0.44	0.62	0.5	0.49	0.52	0.65	0.47	0.43	0.5	0.51	0.49
NM_001363980.2|MCPH1|chr8|+	17	6501142	chr8:6500515-6506029	0.12	0.16	0.15	0.16	0.13	0.18	0.13	0.11	0.18	0.09	0.16	0.07	0.21	0.09	0.18	0.11	0.09	0.13	NA	0.14	0.11	0.1	0.15	0.1
NM_003747.3|TNKS|chr8|+	152.6	9634311	chr8:9634160-9639856	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.95	1	0.95	1	1	1	1	1	1
NM_152271.5|LONRF1|chr8|-	3.2	12580612	chr8:12579415-12580763	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NM_001352647.2|PCM1|chr8|+	146	17885476	chr8:17885146-17887457	0.42	0.43	0.51	0.49	0.56	0.42	0.52	0.46	0.39	0.24	0.52	0.29	0.44	0.33	0.41	0.26	0.52	0.27	0.49	0.34	0.28	0.27	0.33	0.35
NM_002717.4|PPP2R2A|chr8|+	16.6	26228636	chr8:26227650-26230196	0.27	0.21	0.25	0.22	0.26	0.22	0.23	0.12	0.32	0.18	0.22	0.15	0.25	0.13	0.26	0.14	0.23	0.21	0.08	0.15	0.13	0.15	0.09	0.18
NM_173174.3|PTK2B|chr8|+	0.8	27315962	chr8:27315811-27316903	1	NA	1	NA	1	NA	1	NA	0.99	0.99	1	1	1	NA	1	1	1	1	1	NA	1	1	1	1
NM_004103.4|PTK2B|chr8|+	0.8	27315962	chr8:27315811-27316908	1	NA	1	NA	1	NA	1	NA	0.99	0.99	1	1	1	NA	1	1	1	1	1	NA	1	1	1	1
NM_001322202.2|NRG1|chr8|+	26.2	32625391	chr8:32621266-32631564	0.14	0.1	0.13	0.07	0.33	0.09	0.15	0.07	0.1	0.04	0.07	0.12	0.16	0.04	0.01	0.07	0.13	0.04	NA	0	NA	0.06	0.2	0.08
NM_013962.3|NRG1|chr8|+	87.6	32600344	chr8:32600193-32600743	0.66	0.54	0.79	0.67	0.77	0.6	0.75	0.68	0.72	0.76	0.8	0.84	0.68	0.85	0.77	0.83	0.81	0.65	0.85	0.88	0.89	0.81	0.88	0.79
NM_001160007.2|NRG1|chr8|+	229.8	32585618	chr8:32585467-32586141	0.1	0.23	0.09	0.24	0.07	0.23	0.1	0.15	0.03	0.11	0.16	0.1	0.23	0.12	0.19	0.1	0.18	0.21	0.04	0.2	0.19	0.19	0.13	0.19
NM_001160008.2|NRG1|chr8|+	2.2	32617924	chr8:32617718-32619539	0.15	0.11	0.19	0.05	0.16	0.03	0.12	0.07	0.17	0.07	0.3	0.12	0.22	0.04	0.2	0.06	0.07	0.05	NA	0.12	NA	0.01	0.06	0.04
NM_080872.4|UNC5D|chr8|+	1706.5	35648028	chr8:35647877-35654058	1	1	1	1	1	1	1	1	1	1	NA	1	NA	1	1	1	1	1	NA	NA	NA	NA	1	1
NM_001352942.1|SPIDR|chr8|+	1.6	48648304	chr8:48647869-48648563	0.99	0.98	0.96	0.99	0.98	0.98	0.98	1	0.97	1	1	0.98	0.99	0.99	0.98	0.98	0.99	0.98	1	1	0.98	0.98	0.99	1
NM_001080394.4|SPIDR|chr8|+	23	48648473	chr8:48647869-48648868	0.05	0.02	0.04	0.01	0.03	0.02	0.04	0.04	0.05	0.03	0.05	0.03	0.06	0.02	0.04	0.02	0.05	0.03	0.05	0.04	0.03	0.05	0.03	0.03
NM_001321775.2|SNTG1|chr8|+	22.5	51621597	chr8:51621446-51621740	0.38	NA	0.23	0.27	NA	0.11	0.23	0.33	0.36	0.64	NA	0.69	NA	0.7	NA	0.61	0.33	0.41	NA	NA	NA	0.51	0.4	0.69
NM_001287813.3|SNTG1|chr8|+	1.4	51706679	chr8:51705231-51709252	NA	NA	0.47	0.23	NA	0	0.38	0.35	NA	0.15	NA	NA	NA	NA	NA	0.31	0.34	0.11	NA	NA	NA	NA	0.14	NA
NM_014729.3|TOX|chr8|-	503.4	59719204	chr8:59717971-59720342	0.37	0.21	0.27	0.21	0.28	0.22	0.28	0.15	0.34	0.1	0.29	0.14	0.29	0.12	0.35	0.09	0.21	0.21	0.21	0.11	0.18	0.1	0.19	0.13
NM_006421.5|ARFGEF1|chr8|-	1.1	68110598	chr8:68109893-68111333	0.99	0.96	0.97	1	0.94	0.93	0.96	0.96	0.98	0.9	1	1	0.98	0.92	0.99	0.87	1	0.97	1	1	0.92	1	0.91	1
NM_001321712.2|NCOA2|chr8|-	51.5	71024891	chr8:71022017-71025878	0.81	1	1	1	1	0.85	1	0.68	0.81	0.83	1	0.89	1	0.98	0.87	1	0.76	0.95	1	1	1	0.91	0.98	1
NM_001370334.1|EYA1|chr8|-	0.4	72110383	chr8:72109668-72111655	NA	1	0.72	NA	NA	NA	NA	NA	NA	NA	0.66	0.55	0.94	NA	0.64	0.8	NA	NA	NA	NA	NA	NA	NA	0.47
NM_001164380.2|STAU2|chr8|-	2.1	74333152	chr8:74332604-74333700	0.99	0.96	0.96	0.98	0.98	0.96	0.98	0.97	0.97	0.95	0.94	0.94	0.96	0.94	0.96	0.97	0.96	0.96	0.98	0.98	0.97	0.98	0.96	0.96
NM_024721.5|ZFHX4|chr8|+	69.8	77775598	chr8:77775330-77779517	NA	0.59	NA	0.84	NA	0.88	NA	0.99	NA	0.51	NA	0.65	NA	0.91	NA	0.61	NA	0.64	NA	1	NA	1	NA	0.84
NM_005941.5|MMP16|chr8|-	72.3	89051495	chr8:89044239-89054023	0.06	0.05	0.06	0.09	0.08	0.05	0.06	0.07	0.03	0.03	0.05	0.06	0.06	0.06	0.1	0.05	0.06	0.06	0.06	0.04	0.07	0.03	0.05	0.04
NM_001205263.2|RAD54B|chr8|-	0.1	95384329	chr8:95384188-95384615	NA	1	NA	1	NA	1	NA	1	0.95	0.97	0.96	0.99	1	1	0.94	0.99	1	1	NA	1	NA	1	NA	0.98
NM_002998.4|SDC2|chr8|+	4.3	97622865	chr8:97621613-97624018	0.29	0.35	0.35	0.3	0.42	0.27	0.46	0.43	0.28	0.26	0.29	0.23	0.1	0.32	0.42	0.18	0.56	0.28	0.3	0.24	NA	0.2	0.43	0.18
NM_006281.4|STK3|chr8|-	0.1	99468077	chr8:99466861-99468228	NA	1	NA	1	NA	1	NA	1	NA	0.97	NA	1	NA	1	NA	0.99	NA	1	NA	1	NA	1	1	1
NM_032041.3|NCALD|chr8|-	44.5	102700708	chr8:102698770-102701634	1	1	1	1	1	0.99	1	0.98	1	0.99	0.99	0.99	1	1	1	0.99	0.99	0.99	0.98	1	0.99	1	0.97	1
NM_001348497.2|RIMS2|chr8|+	15.3	105264755	chr8:105263830-105268322	0.53	NA	0.2	NA	0.19	NA	0.61	NA	0.3	NA	0.24	NA	0.2	NA	0.43	NA	0.36	NA	0.14	NA	0.15	NA	0.09	0.09
NM_198124.2|CSMD3|chr8|-	1.4	113237008	chr8:113235157-113237159	1	NA	1	NA	1	NA	1	NA	1	NA	1	NA	1	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA
NM_006209.5|ENPP2|chr8|-	0.1	120569780	chr8:120569326-120569931	1	NA	1	NA	NA	NA	NA	1	NA	1	NA	1	1	1	NA	1	1	1	NA	1	NA	1	NA	1
NM_001362924.1|ASAP1|chr8|-	6.9	131064998	chr8:131064350-131067051	0.09	0.08	0.03	0.06	0.08	0.11	0.13	0.09	0.07	0.09	0.1	0.04	0.03	0.13	0.1	0.12	0.12	0.12	0.08	0.15	0.01	0.09	0.03	0.09
NM_001204824.2|KCNQ3|chr8|-	405.3	133138782	chr8:133133108-133142243	1	0.75	0.92	1	0.69	0.86	0.78	1	1	1	0.98	1	1	1	1	0.78	0.79	1	NA	0.76	NA	1	0.79	1
NM_012154.5|AGO2|chr8|-	57.9	141541444	chr8:141530255-141542251	0.89	0.94	0.37	NA	0.49	NA	0.59	0.85	0.27	0.13	0.45	0.12	0.31	0.12	0.22	0.18	0.23	0.3	0.12	NA	0.11	NA	0.2	0.45
NM_012173.4|FBXO25|chr8|+	82.1	419053	chr8:418715-427967	1	NA	0.78	NA	0.84	NA	0.42	NA	0.7	0.66	0.46	0.26	0.58	NA	0.65	0.21	0.33	0.63	0.27	NA	0.35	0.22	0.23	0.36
NM_207332.3|ERICH1|chr8|-	0.1	614525	chr8:614200-614676	1	NA	0.94	NA	1	NA	0.99	NA	1	1	0.97	1	1	0.91	0.96	1	0.99	0.98	0.96	1	0.97	0.94	0.98	1
NM_014629.4|ARHGEF10|chr8|+	0.5	1905066	chr8:1904915-1906807	1	1	1	1	1	1	0.98	1	1	1	1	1	1	1	1	1	1	1	NA	1	NA	1	NA	1
NM_004225.3|MFHAS1|chr8|-	6.4	8643272	chr8:8640864-8643565	0.69	NA	1	0.75	1	NA	1	NA	0.78	0.56	1	0.57	0.72	0.49	0.94	0.56	0.5	0.79	0.31	NA	0.91	NA	0.46	1
NM_001135670.3|MSRA|chr8|+	2.7	10285809	chr8:10285658-10286401	0.75	NA	0.79	0.82	0.86	NA	0.77	NA	0.97	0.94	0.94	0.92	0.96	0.93	0.95	0.89	0.86	0.77	0.89	0.88	0.84	0.85	0.87	0.85
NM_001287744.2|FDFT1|chr8|+	378.1	11696473	chr8:11695897-11696807	0.65	0.62	0.61	0.57	0.63	0.64	0.65	0.7	0.67	0.54	0.64	0.56	0.63	0.55	0.66	0.5	0.55	0.64	0.52	0.63	0.52	0.59	0.55	0.62
NM_001287747.1|FDFT1|chr8|+	374	11696473	chr8:11695897-11696818	0.65	0.62	0.61	0.57	0.63	0.64	0.65	0.7	0.67	0.53	0.64	0.56	0.63	0.55	0.66	0.5	0.55	0.64	0.52	0.63	0.52	0.59	0.55	0.62
NR_040092.1|LOC100506990|chr8|+	0.4	12423546	chr8:12423395-12424354	0.99	1	0.99	1	1	1	0.98	1	1	0.97	1	1	1	0.99	1	1	1	0.99	1	1	1	1	1	0.99
NM_020844.3|TRMT9B|chr8|+	63.7	12881540	chr8:12878517-12887286	0.39	0.24	0.66	NA	0.42	0.16	0.47	NA	0.5	0.48	0.48	0.57	0.61	0.62	0.31	0.99	1	0.72	1	NA	1	NA	1	0.72
NM_006094.5|DLC1|chr8|-	0.5	12943101	chr8:12940870-12943440	0.11	0	0.14	0.19	0.1	0.13	0.19	0.1	0.2	0.03	0.16	0.13	0.21	0.14	0.08	0.13	0.13	0.04	0.09	0.05	0.08	0.09	0.12	0.05
NM_001348083.1|DLC1|chr8|-	0.5	12943101	chr8:12940872-12943440	0.11	0	0.14	0.19	0.1	0.13	0.19	0.1	0.2	0.03	0.16	0.13	0.21	0.14	0.08	0.13	0.13	0.04	0.09	0.05	0.08	0.09	0.12	0.05
NM_178234.2|TUSC3|chr8|+	264.1	15622156	chr8:15621712-15624158	0.43	0.62	0.45	0.73	0.4	0.7	0.49	0.46	0.42	0.29	0.37	0.3	0.32	0.2	0.36	0.28	0.36	0.38	0.27	0.31	0.26	0.22	0.25	0.27
NM_006765.4|TUSC3|chr8|+	261.1	15622156	chr8:15621712-15624147	0.44	0.63	0.45	0.74	0.4	0.7	0.49	0.46	0.42	0.29	0.37	0.3	0.33	0.2	0.36	0.29	0.36	0.38	0.27	0.31	0.26	0.22	0.25	0.27
NM_016353.5|ZDHHC2|chr8|+	434.6	17081217	chr8:17077765-17082308	0.7	NA	0.63	NA	0.63	NA	0.81	NA	0.69	NA	0.74	NA	0.65	NA	0.8	NA	NA	NA	0.65	NA	NA	NA	NA	NA
NM_004686.5|MTMR7|chr8|-	4.7	17157582	chr8:17155533-17157733	1	1	1	1	1	1	1	1	1	1	1	0.99	1	1	1	1	1	1	1	1	1	1	1	1
NM_001001931.3|MTUS1|chr8|-	11.4	17502590	chr8:17501311-17503648	0.92	1	0.95	1	1	0.96	1	1	1	0.96	1	1	1	0.99	1	0.94	0.94	0.98	0.96	0.99	0.96	0.98	0.92	1
NM_001363057.2|MTUS1|chr8|-	11.2	17502590	chr8:17501311-17503644	0.91	1	0.95	1	1	0.96	1	1	1	0.96	1	1	1	0.98	1	0.94	0.94	0.98	0.96	0.99	0.96	0.98	0.92	1
NM_206909.3|PSD3|chr8|-	240.9	18388227	chr8:18384813-18393468	0.44	0.4	0.41	0.32	0.43	0.43	0.57	0.43	0.47	0.42	0.54	0.5	0.51	0.53	0.65	0.57	0.34	0.36	0.5	0.43	0.47	0.49	0.54	0.55
NM_001354498.2|CSGALNACT1|chr8|-	1.3	19262782	chr8:19261672-19263580	0.57	NA	0.49	NA	0.62	NA	0.51	NA	0.79	0.68	0.65	0.63	0.87	0.76	0.69	0.6	0.63	0.82	0.72	NA	0.46	NA	0.65	0.57
NM_001495.5|GFRA2|chr8|-	58.5	21549531	chr8:21547910-21550912	0.06	NA	0.04	NA	0.06	NA	0.01	NA	0.04	0	0.02	0	0.06	0	0	0	0.06	0	0	NA	0.01	NA	0	0
NM_005775.5|SORBS3|chr8|+	2	22433007	chr8:22432180-22433301	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0
NM_005382.2|NEFM|chr8|+	3113.2	24775471	chr8:24774574-24776606	0.52	0.43	0.49	0.27	0.5	0.35	0.5	0.16	0.49	0.31	0.4	0.2	0.33	0.25	0.43	0.33	0.25	0.6	0.23	0.37	0.23	0.5	0.22	0.49
NM_017634.4|KCTD9|chr8|-	0.7	25287338	chr8:25285363-25287489	NA	1	NA	NA	NA	1	NA	1	NA	0.99	0.86	1	NA	1	NA	1	NA	1	NA	1	NA	1	NA	1
NM_001197293.3|DPYSL2|chr8|+	10605.5	26513282	chr8:26513131-26515691	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NM_001256483.2|EPHX2|chr8|+	0.5	27402435	chr8:27401961-27403081	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0.06
NM_016240.3|SCARA3|chr8|+	4.1	27528568	chr8:27528417-27530535	NA	1	NA	1	NA	1	NA	1	1	1	NA	1	NA	1	NA	1	1	1	NA	1	NA	1	NA	1
NM_001017420.3|ESCO2|chr8|+	12.8	27661775	chr8:27660823-27662833	NA	0.94	NA	0.89	NA	0.95	NA	0.91	NA	0.86	NA	0.85	NA	0.81	NA	0.77	NA	0.9	NA	0.81	NA	0.82	NA	0.82
NM_001440.4|EXTL3|chr8|+	37	28611202	chr8:28608174-28613116	0.03	0.03	0.06	0.04	0.06	0.04	0.03	0.02	0.01	0.01	0.01	0.04	0.01	0.03	0.01	0	0.02	0.01	0.04	0.04	0.07	0.05	0.06	0.02
NR_073469.2|EXTL3|chr8|+	3.4	28610329	chr8:28610178-28611204	1	1	1	1	1	1	1	1	0.99	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NM_001172562.2|INTS9|chr8|-	0.2	28625688	chr8:28625178-28625839	1	1	1	1	1	1	1	1	1	1	0.99	1	1	1	1	1	1	1	1	1	1	0.99	1	1
NM_001363038.2|INTS9|chr8|-	186.6	28625371	chr8:28625178-28625893	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NM_001324387.2|HMBOX1|chr8|+	1.7	28909386	chr8:28908535-28910779	0.05	0	0.04	0	0.04	0.01	0.03	0.01	0.02	0.01	0.01	0.01	0	0.01	0.01	0.02	0.02	0.08	0.06	0.01	0.03	0.05	0.01	0.03
NM_001324392.1|HMBOX1|chr8|+	1.7	28909386	chr8:28908535-28910787	0.05	0	0.04	0	0.04	0.01	0.03	0.01	0.02	0.01	0.01	0.01	0	0.01	0.01	0.02	0.02	0.08	0.06	0.01	0.03	0.05	0.01	0.03
NM_006571.4|DCTN6|chr8|+	0.3	30040983	chr8:30040591-30041155	1	NA	1	0.94	1	1	1	1	1	0.96	1	1	1	0.93	1	1	0.98	0.92	0.99	1	0.94	0.97	1	0.98
NM_000637.5|GSR|chr8|-	0.5	30536749	chr8:30535583-30537186	NA	NA	NA	NA	NA	NA	NA	NA	0.8	NA	0.94	0.69	0.55	0.78	0.87	0.81	0.89	0.75	0.74	0.79	0.93	NA	0.73	0.57
NM_000553.6|WRN|chr8|+	1.9	31031269	chr8:31030511-31033654	0.28	0.51	NA	NA	0.44	0.54	0.79	0.72	0.21	0.21	NA	0.1	NA	0.16	0.24	0.16	0.02	0.12	NA	0.14	NA	NA	0.2	0.11
NM_032664.3|FUT10|chr8|-	2.8	33229597	chr8:33228342-33230322	NA	0.74	NA	0.56	NA	0.7	NA	0.64	NA	0.53	0.6	0.47	NA	0.47	0.68	0.79	NA	0.56	NA	1	NA	NA	NA	0.6
NM_023034.2|NSD3|chr8|-	241.7	38133249	chr8:38127222-38133400	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	0.91	1	1	1	NA	NA	1	1	1
NM_001174067.2|FGFR1|chr8|-	7.5	38270386	chr8:38268661-38271322	0.27	0.25	0.31	0.13	0.24	0.46	0.59	0.51	0.44	0.14	0.23	0.16	0.21	0.15	0.32	0.19	0.26	0.21	0.24	0.22	0.29	0.31	0.27	0.29
NM_001352795.2|TACC1|chr8|+	3	38708293	chr8:38705473-38710546	0.23	0.33	0.17	0.23	0.13	0.6	0.02	0.18	NA	0.69	0.41	0.52	0.06	0.15	0.28	0.54	NA	0.32	NA	NA	NA	0.4	0.01	0.34
NR_148050.2|TACC1|chr8|+	2.6	38684893	chr8:38684686-38686088	0	0.1	0	NA	0	NA	NA	NA	NA	0.22	NA	0	NA	0	0	0.08	NA	0.16	NA	NA	NA	0.08	0	0
NM_003816.3|ADAM9|chr8|+	1.3	38962179	chr8:38961126-38962780	0.98	0.98	1	0.96	0.96	1	0.99	0.99	0.98	0.98	1	1	0.99	0.98	0.99	0.99	0.96	0.97	1	0.96	0.98	1	0.97	0.97
NM_024645.3|ZMAT4|chr8|-	0.1	40388995	chr8:40388109-40389757	1	NA	1	NA	NA	NA	1	NA	1	NA	1	NA	0.95	NA	0.98	NA	NA	NA	NA	NA	NA	NA	1	NA
NM_003012.5|SFRP1|chr8|-	3997	41122857	chr8:41119481-41123008	NA	1	NA	1	NA	1	NA	1	NA	1	NA	1	NA	1	NA	1	NA	1	NA	1	NA	1	NA	1
NM_006766.5|KAT6A|chr8|-	6.8	41791668	chr8:41786997-41792385	0.22	0.69	0.63	0.95	0.22	1	0.24	NA	0.21	0.26	0.22	0.46	0.48	0.72	0.53	0.35	0.19	0.35	0.83	0.52	0.43	0.51	0.27	0.6
NM_001305878.2|KAT6A|chr8|-	0.1	41800310	chr8:41799567-41800518	0	0.02	0	0.04	0	NA	0	0.08	0	0	0	0	0.05	0	0	0.02	0.02	0	0	0	0.02	0	0.02	0
NM_002690.3|POLB|chr8|+	0	42229262	chr8:42229081-42229326	1	NA	1	NA	1	1	1	NA	0.99	1	1	1	1	1	0.98	1	1	1	1	1	1	1	1	1
NM_001257180.2|SLC20A2|chr8|-	0.4	42275082	chr8:42273993-42275485	0.97	1	0.99	0.97	0.99	NA	0.99	1	0.97	0.92	0.89	0.92	0.85	1	0.99	0.96	0.98	0.93	1	1	1	0.96	0.97	0.93
NM_001160223.2|RNF170|chr8|-	1.3	42710390	chr8:42708444-42711571	0.54	0.48	0.32	0.27	0.38	0.23	0.49	0.15	0.48	0.34	0.41	0.25	0.51	0.15	0.57	0.47	0.4	0.32	0.04	0.18	0.26	0.15	0.27	0.18
NM_032410.4|HOOK3|chr8|+	45.5	42874920	chr8:42873501-42885678	0.13	0.13	0.13	0.16	0.1	0.07	0.13	0.13	0.08	0.09	0.08	0.15	0.11	0.13	0.12	0.11	0.09	0.09	0.17	0.1	0.14	0.11	0.27	0.15
NM_006904.7|PRKDC|chr8|-	1.9	48686787	chr8:48685672-48686938	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NM_182746.3|MCM4|chr8|+	311.6	48889823	chr8:48889246-48890720	0.24	0.17	0.21	0.14	0.22	0.13	0.24	0.14	0.23	0.17	0.2	0.16	0.17	0.17	0.17	0.15	0.19	0.13	0.17	0.13	0.18	0.12	0.17	0.1
